EUI_kWh_per_sqmt,SQMT,NFLOOR,FLCEILHT,MONUSE,OCCUPYP,WKHRS,NWKER,HEATP,COOLP,DAYLTP,HDD65,CDD65,YRCONC,PUBCLIM
350.1739861569501,21367.69,9,9,12,90.0,60,350,100.0,100.0,0.0,962,3712,5,5
259.76482454818466,148.6448,1,12,10,100.0,50,3,100.0,100.0,8.0,1319,3387,7,5
224.33406158381055,2461.9295,1,10,12,95.0,45,25,100.0,100.0,40.0,3948,2081,7,3
331.7955015510802,929.03,2,9,12,100.0,60,28,80.0,50.0,0.0,5567,1233,3,2
162.66776469435865,3716.12,2,9,12,87.0,40,90,15.0,100.0,35.0,1564,3957,8,5
74.74837059329803,4459.344,3,10,12,85.0,50,12,90.0,75.0,20.0,5933,938,2,2
238.65901010401532,55741.8,994,13,12,100.0,168,2500,100.0,98.0,30.0,5158,1413,9,3
282.6968108930821,464.515,2,10,12,100.0,40,7,100.0,100.0,25.0,5125,1602,5,3
132.21640637734433,19974.145,4,9,12,85.0,60,500,85.0,100.0,60.0,2381,2601,8,5
56.65646060945288,111.4836,1,8,12,100.0,48,2,,50.0,50.0,566,4364,6,5
256.78401524511,7339.337,4,13,12,78.0,56,180,100.0,100.0,25.0,4623,1752,8,2
220.4976071016006,4645.15,3,9,12,91.0,54,130,100.0,100.0,0.0,5877,1584,4,3
135.53360680156246,167225.4,995,10,12,97.0,60,2500,90.0,95.0,50.0,5194,1689,4,7
232.03657716563896,28799.93,3,10,12,70.0,40,520,70.0,100.0,50.0,5438,1129,8,3
129.8697512289352,157935.1,995,9,12,96.0,65,2500,100.0,100.0,25.0,1274,3141,6,7
42.83253173483675,12077.39,5,13,12,100.0,66,125,100.0,95.0,40.0,7043,664,7,2
103.4199124455974,1393.545,2,10,12,100.0,50,40,85.0,85.0,0.0,8159,249,2,1
292.5186345215552,8454.173,5,9,12,90.0,61,225,100.0,100.0,30.0,5774,736,7,2
156.2143978600019,4552.247,2,8,12,100.0,40,25,100.0,90.0,0.0,6413,1305,2,2
617.1283129334435,366.96685,2,10,12,100.0,84,2,,100.0,100.0,1429,4393,7,5
183.5668858314763,11334.166,3,9,12,90.0,84,450,98.0,98.0,5.0,1469,4126,6,5
157.0926403832364,195.0963,2,8,12,100.0,50,5,100.0,100.0,20.0,4712,428,2,3
158.58269200474768,952.25575,3,10,12,100.0,40,20,98.0,98.0,5.0,4387,1974,7,4
137.7430860867787,4645.15,3,10,12,100.0,74,200,100.0,100.0,0.0,5144,1278,9,2
184.96935853488765,8361.27,4,12,12,100.0,60,225,66.0,66.0,15.0,4870,1165,5,3
295.81456912593427,20903.175,9,10,12,94.0,74,350,100.0,100.0,20.0,5666,1170,6,3
256.33556619492265,134.70935,2,8,12,100.0,40,3,100.0,100.0,50.0,5031,1329,2,3
185.4584253468672,204.3866,2,8,12,100.0,35,3,75.0,75.0,0.0,5566,1325,6,2
118.1077588174538,12449.002,2,10,12,100.0,168,50,100.0,25.0,20.0,9111,895,3,1
153.64070197596922,1138.06175,1,9,12,100.0,50,7,100.0,100.0,60.0,1883,1362,9,4
390.3789989650209,139354.5,995,12,12,90.0,168,4250,100.0,100.0,25.0,5063,1295,2,7
198.0978986661293,157935.1,995,15,12,70.0,70,4000,100.0,100.0,60.0,2516,2835,6,7
268.8079376828914,38090.23,7,15,12,90.0,168,1200,100.0,100.0,100.0,5023,1467,7,3
184.68413878698752,74322.4,995,12,12,70.0,168,1600,,90.0,0.0,1428,3681,6,5
117.9559061210471,102.1933,1,9,12,100.0,40,5,100.0,100.0,100.0,2928,2377,6,4
298.61279914135855,10033.524,3,9,12,100.0,45,300,75.0,100.0,10.0,5316,849,7,2
129.5184775855821,32051.535,995,10,12,97.0,68,467,76.0,76.0,0.0,4398,1758,5,3
100.64149109401356,2601.284,2,12,12,100.0,40,35,100.0,100.0,20.0,1113,3882,2,5
109.98266366826628,157935.1,9,10,12,100.0,60,2100,90.0,90.0,3.0,4365,1786,2,7
258.36245744648386,13563.838,5,10,12,95.0,58,150,100.0,100.0,20.0,4766,1332,5,3
138.99842334841355,3576.7655,2,14,12,100.0,40,35,100.0,50.0,10.0,5551,974,7,3
212.17124677850703,20438.66,7,14,12,94.0,65,549,100.0,100.0,50.0,4870,1421,6,3
210.0670296743378,37161.2,5,12,12,100.0,60,1400,100.0,100.0,10.0,7494,648,7,1
320.2542848946598,32516.05,995,10,12,69.0,60,500,100.0,100.0,50.0,2198,2400,5,4
228.41938534869703,42735.38,5,10,12,58.0,72,585,100.0,100.0,0.0,4582,1436,4,3
257.5843259428805,11705.778,4,12,12,88.0,66,308,90.0,90.0,25.0,2574,2251,8,4
99.563529675755,6967.725,3,10,12,20.0,50,70,20.0,25.0,20.0,1516,3586,6,5
417.37130336327664,9847.718,2,8,12,100.0,40,300,100.0,100.0,20.0,4204,1666,2,3
59.626114039643504,15607.704,5,9,12,95.0,50,300,100.0,100.0,0.0,4892,1467,6,3
129.92736520080084,2601.284,3,9,12,67.0,54,19,100.0,100.0,0.0,866,1657,6,4
339.78157036984817,65032.1,5,12,12,100.0,168,925,100.0,100.0,10.0,5180,1671,2,3
393.1441013314963,278.709,1,10,12,100.0,54,5,100.0,100.0,10.0,1016,3375,8,5
208.0999547155746,36232.17,2,12,12,50.0,60,325,80.0,75.0,15.0,5442,776,2,2
228.78542610247865,65032.1,995,11,12,99.0,60,2500,95.0,80.0,5.0,4628,312,6,3
248.30306417815663,1556.12525,2,9,9,100.0,40,44,100.0,100.0,15.0,7965,222,8,1
111.9676194503048,891.8688,2,8,12,100.0,60,26,100.0,100.0,25.0,2443,681,7,4
162.0279525123846,143.99965,1,8,12,50.0,45,6,60.0,60.0,0.0,1580,1807,4,4
330.08382028567434,1114.836,1,8,12,100.0,45,25,100.0,100.0,15.0,6822,781,7,1
77.77870296361337,195.0963,1,8,12,100.0,45,2,100.0,100.0,50.0,5357,1193,8,2
185.6231555142431,3390.9595,1,9,12,100.0,50,69,100.0,100.0,10.0,2133,3166,8,4
159.67910485129653,13006.42,2,25,12,100.0,45,45,65.0,100.0,55.0,7808,901,7,1
443.77990302292136,1207.739,1,12,12,100.0,168,25,100.0,100.0,0.0,4978,1381,7,3
466.69792019023424,2787.09,1,10,12,100.0,50,90,100.0,100.0,0.0,1720,1615,4,4
35.700188387844506,1138.06175,2,14,12,25.0,40,5,100.0,50.0,20.0,7267,694,2,1
102.70944994186108,362.3217,2,13,12,100.0,50,20,92.0,92.0,35.0,967,3691,3,5
370.3414967434703,40412.805,994,9,12,100.0,60,760,100.0,100.0,15.0,5572,1201,5,3
555.5663486878019,130.0642,2,8,12,20.0,40,3,100.0,100.0,20.0,6550,768,6,2
87.57615616061915,55741.8,995,10,12,92.0,66,900,55.0,55.0,30.0,1976,274,6,4
227.0813198199081,3855.4745,2,9,12,50.0,40,50,100.0,100.0,10.0,4447,2140,6,3
152.0634041911862,5667.083,7,12,12,94.0,76,113,100.0,100.0,50.0,4325,1399,4,3
164.30071833221092,6410.307,6,12,12,90.0,55,75,90.0,90.0,5.0,5762,490,9,2
166.9869260149475,5574.18,3,9,12,70.0,66,300,100.0,100.0,10.0,5479,1489,8,3
93.54692781641684,1300.642,1,9,12,100.0,50,4,50.0,20.0,80.0,2991,2430,6,4
99.96547929306914,23225.75,5,9,12,95.0,50,400,80.0,80.0,0.0,5100,1243,6,3
468.7331138632916,134.70935,1,12,12,100.0,50,4,100.0,100.0,10.0,3133,2274,8,4
152.47041296528946,520.2568,1,9,12,100.0,120,10,50.0,50.0,30.0,2415,158,6,4
115.18396943483808,19509.63,995,16,12,95.0,60,800,100.0,95.0,5.0,1267,1959,5,5
144.9603494481341,74322.4,995,12,12,64.0,64,1300,100.0,100.0,60.0,4278,1858,7,3
452.1197432742944,4738.053,3,8,12,100.0,50,75,100.0,100.0,75.0,4939,1285,8,2
196.7193605223304,919.7397,1,8,12,100.0,43,5,100.0,100.0,20.0,7782,911,6,1
147.70301425788188,348.38625,2,8,12,100.0,40,6,100.0,75.0,80.0,5676,1080,4,3
231.59653202480004,5574.18,1,12,12,100.0,90,200,100.0,95.0,0.0,3546,1669,7,4
198.29485186565557,3716.12,1,10,12,100.0,66,24,100.0,85.0,15.0,6995,1064,3,2
87.96426626274226,46451.592903,994,11,12,60.0,56,465,50.0,50.0,30.0,5697,1162,8,3
194.24448242292755,17465.764,8,12,12,95.0,65,599,85.0,85.0,0.0,4551,1538,7,3
138.09532775669248,9290.3,1,9,12,70.0,40,150,100.0,100.0,50.0,1782,3324,7,4
227.34982115216948,23225.75,4,14,12,100.0,60,1000,90.0,90.0,30.0,5011,1260,8,2
220.6917366600008,14678.674,4,11,12,92.0,55,450,95.0,95.0,40.0,5911,1130,5,3
131.76881942954927,1904.5115,2,15,12,68.0,63,12,100.0,100.0,10.0,5225,1213,7,3
53.231836242101984,232.2575,1,14,12,50.0,50,2,25.0,25.0,75.0,1677,1607,7,4
234.18984270717849,29728.96,6,12,12,100.0,168,500,100.0,100.0,5.0,4215,1480,6,3
137.71198666930522,603.8695,1,9,12,90.0,40,10,100.0,100.0,0.0,1390,3215,8,5
187.4929646976857,25548.325,8,12,12,100.0,60,500,100.0,100.0,50.0,6914,1073,8,2
161.37312040515377,371.612,1,10,12,100.0,35,1,100.0,100.0,10.0,2529,3725,5,4
368.4562694423216,232.2575,1,10,12,100.0,168,2,100.0,100.0,30.0,8702,744,8,2
185.97333767041687,35303.14,3,9,12,75.0,70,1300,100.0,100.0,5.0,8374,565,6,1
158.28879040993883,102.1933,1,20,12,75.0,32,3,100.0,100.0,10.0,4887,1320,5,3
562.954852280643,325.1605,1,20,12,100.0,70,5,100.0,100.0,40.0,2481,2489,4,4
195.35893221068596,11519.972,3,10,12,100.0,60,490,100.0,100.0,2.0,8198,481,8,2
292.9682700469728,106.83845,1,14,12,100.0,50,3,100.0,100.0,20.0,3936,1796,3,4
255.02009383289175,6503.21,9,8,12,70.0,100,130,100.0,100.0,40.0,3109,1816,6,3
255.85932362268736,5016.762,3,8,12,80.0,108,75,90.0,95.0,20.0,3632,2345,5,4
98.28051063985096,25083.81,994,13,12,95.0,60,850,100.0,100.0,5.0,1658,3501,8,5
100.93356440621524,45522.47,8,12,12,96.0,55,700,60.0,60.0,70.0,1924,696,6,4
253.01354840763256,325.1605,3,8,12,100.0,40,6,100.0,100.0,20.0,6006,787,2,2
155.53228937135148,348.38625,2,10,12,100.0,45,5,50.0,50.0,30.0,5985,989,7,3
243.598200044864,139354.5,995,13,12,90.0,65,7500,100.0,100.0,5.0,5265,1419,4,7
117.78860284687612,55741.8,994,12,12,74.0,72,900,100.0,100.0,20.0,5949,1124,6,2
238.12448563071163,5574.18,3,9,12,90.0,168,90,90.0,90.0,80.0,1187,1924,8,4
590.0401975353664,29728.96,4,9,12,100.0,40,500,100.0,100.0,15.0,6632,809,5,2
94.05808427876389,297.2896,2,8,12,100.0,47,10,100.0,100.0,0.0,1810,4053,6,4
142.01373901133294,3390.9595,5,25,12,75.0,50,60,100.0,100.0,10.0,5041,2103,2,3
121.15618543310562,46451.592903,995,11,12,65.0,45,600,50.0,100.0,90.0,1264,3249,5,5
237.2287317233317,7618.046,6,14,12,80.0,70,300,100.0,100.0,20.0,1203,3613,6,5
200.79659710525564,320.51535,1,10,12,100.0,35,5,90.0,90.0,50.0,944,1753,5,5
556.2331760394273,2043.866,4,12,12,100.0,54,20,100.0,100.0,0.0,3856,2205,6,3
93.11457091125608,882.5785,1,10,12,100.0,45,15,60.0,70.0,5.0,1170,4209,5,5
283.3358120589968,9847.718,4,9,12,96.0,60,250,90.0,100.0,40.0,5251,1226,6,3
121.98999871942704,901.1591,1,12,12,100.0,60,40,100.0,100.0,20.0,2256,1383,8,4
184.60859912357031,5667.083,3,9,12,80.0,75,80,100.0,100.0,50.0,6449,1175,6,2
87.28891415964947,106.83845,1,10,12,100.0,45,3,100.0,100.0,20.0,5109,1562,2,3
291.50569177313974,10219.33,6,13,12,100.0,65,192,100.0,100.0,10.0,1114,947,7,4
83.26918808668336,65032.1,995,13,12,93.0,54,1000,75.0,80.0,80.0,778,1258,6,4
373.8361209292787,15421.898,994,10,12,80.0,168,250,95.0,85.0,20.0,6596,647,7,2
157.30078105729677,1230.96475,1,9,12,100.0,45,5,100.0,60.0,15.0,3084,1741,6,4
189.31704261891437,22296.72,9,9,12,95.0,56,1000,100.0,100.0,10.0,7749,1050,8,1
191.02627907602553,167.2254,1,7,4,100.0,48,2,100.0,100.0,10.0,4646,1671,7,3
134.8660599516949,301.93475,1,10,12,100.0,54,8,90.0,90.0,0.0,1552,4167,9,5
91.3928927274206,334.4508,1,10,12,100.0,45,3,100.0,100.0,10.0,1761,1822,6,4
259.7924918657447,1416.77075,3,14,12,70.0,60,11,100.0,100.0,40.0,7944,567,2,1
310.70865821840295,26012.84,994,12,12,85.0,168,400,100.0,100.0,70.0,6777,773,2,2
150.68975056963427,1904.5115,2,9,12,100.0,55,11,96.0,86.0,17.0,6336,1094,2,2
292.9282696216524,9847.718,5,11,12,80.0,60,225,100.0,100.0,70.0,1883,4655,6,5
213.57239580723984,37161.2,995,12,12,95.0,55,600,100.0,98.0,35.0,4857,2253,2,3
207.23515180796517,12077.39,7,12,12,80.0,55,80,,100.0,25.0,1628,4232,6,5
123.83617910606664,10219.33,3,10,12,80.0,50,200,,100.0,35.0,1455,3837,8,5
231.2636557220157,30657.99,995,8,12,91.0,60,300,85.0,85.0,60.0,4206,1908,6,3
127.87662214813302,92903.0,994,10,12,100.0,60,2400,100.0,100.0,20.0,870,1196,4,4
266.93185604350515,19045.115,994,10,12,62.0,60,700,100.0,62.0,45.0,4180,2025,6,3
352.72112573745375,13935.45,7,8,12,95.0,55,150,100.0,95.0,30.0,4396,1712,6,3
224.0644790553492,12449.002,3,9,12,100.0,60,275,100.0,100.0,20.0,5121,923,3,2
173.64636599261496,195096.3,995,13,12,97.0,66,4250,100.0,100.0,40.0,2674,65,4,7
111.9947526913632,520.2568,1,8,12,80.0,40,12,100.0,100.0,5.0,1628,3345,6,5
249.64049249981855,21832.205,8,11,12,70.0,85,1182,97.0,97.0,30.0,2532,234,9,4
181.55618533412985,55741.8,995,12,12,90.0,50,900,75.0,85.0,15.0,2292,3658,7,4
171.21570829341718,3344.508,2,16,12,90.0,60,180,100.0,100.0,50.0,2607,3513,2,4
174.57448691182165,16165.122,4,10,12,85.0,55,76,95.0,95.0,15.0,5129,1464,2,3
227.65468086003685,18580.6,3,16,12,80.0,45,400,100.0,100.0,10.0,7649,846,6,2
180.96924872046705,1138.06175,4,8,12,25.0,45,5,100.0,80.0,50.0,7222,765,2,2
142.61907484150137,1300.642,2,8,12,100.0,40,20,100.0,100.0,0.0,3664,1720,6,4
70.1915727798272,39019.26,8,15,12,100.0,50,300,80.0,60.0,20.0,2989,2060,8,4
403.88589823156303,26941.87,6,9,12,90.0,74,400,100.0,100.0,15.0,2222,70,2,3
469.3332546158302,2183.2205,3,10,12,100.0,40,55,90.0,90.0,80.0,6417,964,2,2
126.39974342593888,185.806,1,8,12,100.0,40,3,100.0,100.0,5.0,4675,1905,5,3
241.25390859737217,55741.8,3,10,12,98.0,100,1200,85.0,60.0,0.0,4978,1120,7,3
117.9120525216265,222.9672,3,9,12,100.0,40,4,60.0,60.0,10.0,6908,521,2,2
212.5514524070693,17837.376,995,10,12,80.0,168,550,100.0,90.0,10.0,5254,1385,8,3
278.03725865074324,27870.9,3,15,12,100.0,120,350,100.0,100.0,0.0,3414,1943,6,4
90.9375625173568,16722.54,7,12,12,70.0,50,300,80.0,60.0,5.0,5790,884,4,2
806.0396038272177,6967.725,3,15,12,100.0,168,250,100.0,95.0,5.0,4175,2193,7,3
253.39191910702564,232.2575,1,12,12,100.0,40,15,100.0,100.0,50.0,2558,2396,8,4
166.3489403538609,17651.57,5,18,12,100.0,13,612,100.0,100.0,15.0,1577,270,8,4
212.7340736718226,6131.598,3,14,12,100.0,65,250,100.0,100.0,50.0,989,2065,9,4
296.35808418457964,185.806,1,10,12,100.0,65,14,100.0,75.0,0.0,3107,2274,5,4
211.95562568018977,19509.63,6,12,12,100.0,60,400,100.0,100.0,25.0,5398,1091,7,3
124.13237237878668,46451.592903,995,13,12,95.0,60,1200,100.0,100.0,0.0,865,1146,6,4
164.91818158392417,21367.69,995,11,12,70.0,60,733,100.0,99.0,25.0,1620,4708,7,5
81.74050015881389,32516.05,7,11,12,75.0,70,350,90.0,85.0,25.0,5490,1186,6,3
51.25743760486489,195096.3,995,12,12,75.0,60,3000,92.0,92.0,0.0,4810,288,6,7
386.62918256792426,41341.835,4,9,12,91.0,64,900,100.0,100.0,0.0,7421,762,6,2
316.7525172491739,111.4836,1,8,12,50.0,35,3,100.0,100.0,50.0,4764,1408,5,3
205.15705139578685,366.96685,1,10,12,100.0,40,9,100.0,100.0,5.0,1202,2976,6,5
215.06384453533977,22296.72,3,10,12,97.0,90,230,100.0,85.0,50.0,5505,1203,5,3
183.27555882149107,10590.942,994,8,12,92.0,168,290,100.0,100.0,0.0,4090,2110,6,3
130.81837952703358,232.2575,1,14,12,100.0,40,2,100.0,100.0,30.0,5841,1815,8,3
205.30568928450464,55741.8,995,12,12,78.0,55,1265,100.0,100.0,5.0,1982,2753,7,4
207.62116172375292,25548.325,4,9,12,80.0,168,600,100.0,100.0,15.0,1899,3577,6,5
156.83366345543203,929.03,2,12,12,80.0,70,20,100.0,100.0,25.0,5125,1412,8,3
275.80363561682776,320.51535,2,10,12,100.0,40,5,100.0,100.0,50.0,4795,593,4,2
174.815951765482,32516.05,5,10,12,85.0,168,400,100.0,100.0,25.0,4342,1472,2,3
289.8927176710117,37161.2,995,10,12,100.0,60,1203,75.0,80.0,50.0,2384,245,7,4
105.07257192543014,7896.755,3,9,12,90.0,55,200,90.0,90.0,70.0,2527,2248,4,4
210.43315618528752,157935.1,8,11,12,100.0,168,2100,90.0,90.0,50.0,3625,1892,4,7
232.2585137409607,31587.02,995,11,12,91.0,65,630,100.0,100.0,50.0,4630,1502,2,3
64.07008826910096,2601.284,2,10,12,100.0,20,30,70.0,70.0,1.0,737,1472,5,4
171.7057139718693,13006.42,2,8,12,50.0,100,80,50.0,75.0,10.0,5015,1812,7,3
162.09953675828066,6131.598,2,9,12,100.0,45,107,85.0,90.0,0.0,1135,3426,8,5
53.78402993205577,167.2254,1,8,12,100.0,60,2,100.0,100.0,0.0,5589,1411,7,2
386.9500545078705,21832.205,995,14,12,60.0,65,490,100.0,100.0,25.0,2759,2288,9,4
69.75828214725242,39019.26,9,12,12,100.0,168,1000,80.0,80.0,60.0,4584,1399,2,3
182.1599057686512,148.6448,1,10,12,100.0,55,5,100.0,100.0,50.0,2958,1804,3,4
182.6245507859452,501.6762,1,8,12,90.0,50,7,100.0,100.0,0.0,3302,2270,5,4
130.5098604932026,4645.15,2,10,12,100.0,40,80,100.0,100.0,60.0,2104,260,8,4
301.1990674906443,27870.9,4,9,12,100.0,45,850,100.0,100.0,10.0,4644,977,7,2
366.9399625343997,278.709,1,12,12,100.0,40,8,100.0,100.0,20.0,1065,2682,8,5
212.7278577700536,11519.972,994,9,12,90.0,55,400,100.0,100.0,100.0,2304,3303,6,5
515.471120980191,9011.591,3,9,12,90.0,168,97,100.0,100.0,50.0,6748,1138,4,2
246.26659105285444,14492.868,4,13,12,100.0,66,700,100.0,100.0,80.0,4686,1151,9,2
142.88972944796888,9290.392903,4,10,12,95.0,50,350,95.0,95.0,25.0,1312,3267,8,5
177.3533095304532,2415.478,3,9,9,95.0,54,180,100.0,100.0,0.0,1466,3194,6,5
248.67944033279977,585.2889,2,12,12,90.0,40,7,,75.0,25.0,1321,4063,6,5
314.614379397802,92903.0,995,12,12,88.0,68,2100,95.0,100.0,0.0,4638,1501,6,3
94.7399912598445,13935.45,994,10,8,70.0,60,85,100.0,90.0,10.0,4698,1656,2,3
259.5687141193862,13378.032,6,9,12,90.0,65,350,100.0,100.0,50.0,4257,1693,6,3
118.3773021689289,7432.24,2,10,12,75.0,66,150,100.0,100.0,85.0,1783,3170,8,4
67.30287627718234,15979.316,3,9,12,85.0,60,325,100.0,100.0,60.0,7378,719,7,2
212.62531842460797,13749.644,2,9,12,30.0,168,30,100.0,60.0,25.0,5411,1310,8,3
286.2213306531185,278.709,3,9,12,50.0,100,3,33.0,20.0,0.0,5544,1322,3,3
74.72690622800125,2787.09,2,14,12,70.0,45,18,40.0,40.0,2.0,1085,4083,8,5
208.91552173206853,36232.17,995,9,12,98.0,60,800,95.0,95.0,60.0,2995,2123,6,4
226.8010574543956,3251.605,6,10,12,100.0,168,16,100.0,30.0,70.0,4615,1730,3,3
75.24221661116972,74322.4,995,9,12,30.0,50,200,75.0,70.0,50.0,4610,2007,5,4
222.83333785682964,42735.38,995,10,12,98.0,70,552,85.0,85.0,0.0,4280,1660,3,3
196.25496750059105,25083.81,6,10,12,90.0,50,764,100.0,100.0,0.0,5569,1736,6,3
158.43156912622126,5574.18,3,12,12,100.0,45,350,100.0,100.0,5.0,1128,4126,8,5
314.92349071999456,10590.942,3,9,12,100.0,55,350,100.0,100.0,75.0,1353,4779,7,5
71.0889514436579,12449.002,3,12,12,100.0,168,60,100.0,90.0,5.0,6508,925,4,2
170.07882361533763,65032.1,994,10,12,90.0,60,2000,100.0,100.0,10.0,3911,1797,7,3
145.19541206987694,16722.54,9,9,12,95.0,60,180,100.0,100.0,30.0,5490,1001,6,2
224.7349803838412,3251.605,1,15,12,100.0,90,11,100.0,100.0,60.0,1051,4121,9,5
121.19996290870202,520.2568,2,12,8,100.0,50,16,25.0,95.0,35.0,2105,3265,2,5
199.17294977906715,3576.7655,2,10,12,90.0,40,41,100.0,100.0,0.0,6940,734,3,2
198.10292878132492,162.58025,2,9,12,100.0,40,3,100.0,100.0,50.0,4437,1377,6,3
200.0143203924454,28799.93,994,10,12,80.0,60,1100,100.0,100.0,5.0,5066,1378,3,3
260.86353450826874,15421.898,7,12,12,90.0,54,558,100.0,100.0,25.0,5510,1407,6,3
296.43011632635984,46451.592903,2,20,12,20.0,50,200,33.0,33.0,10.0,7494,573,8,1
57.68866670674363,2461.9295,1,10,12,50.0,44,5,50.0,50.0,20.0,2359,2045,6,4
248.96215491300347,26941.87,2,12,12,92.0,168,900,100.0,100.0,25.0,8821,830,8,1
243.2386541020905,1997.4145,3,8,12,100.0,60,32,,100.0,0.0,1530,3783,7,5
285.2886231445702,139.3545,1,10,12,100.0,50,4,100.0,100.0,0.0,4822,1478,6,3
152.97183699334047,12077.39,8,14,12,90.0,62,350,95.0,95.0,10.0,1185,3492,6,5
206.21152173211053,106.83845,1,8,12,80.0,40,1,90.0,90.0,40.0,4254,1682,3,4
195.70818392522224,11334.166,5,15,12,70.0,40,350,100.0,100.0,0.0,5862,1425,6,3
91.0131149801406,557.418,1,8,12,55.0,40,9,100.0,75.0,10.0,6092,952,5,2
273.8657390945766,10776.748,5,8,12,82.0,73,225,100.0,100.0,0.0,4296,1939,6,4
183.16756110997497,32980.565,6,10,12,86.0,55,458,95.0,95.0,30.0,3964,1809,5,3
260.1424476889558,157.9351,1,8,12,100.0,40,5,100.0,100.0,0.0,590,4591,3,5
88.98599286742429,320.51535,1,10,12,100.0,40,6,,100.0,0.0,466,3541,5,5
114.53558824885457,12263.196,4,10,12,100.0,65,350,100.0,95.0,30.0,5905,591,6,2
236.90642072445272,8732.882,7,10,12,80.0,43,150,100.0,95.0,30.0,8325,567,3,1
48.89616589345877,111.4836,1,8,12,33.0,32,2,100.0,100.0,33.0,3337,2682,4,4
166.0300971489849,26012.84,994,10,12,75.0,40,800,100.0,100.0,10.0,1438,4573,8,5
182.40117116822307,65032.1,995,9,12,85.0,168,1000,100.0,90.0,20.0,2546,3380,6,4
129.03046619860916,37625.715,994,9,12,95.0,8,350,75.0,75.0,5.0,4871,1759,8,3
184.62298440488112,12263.196,5,9,12,87.0,60,315,50.0,50.0,25.0,2893,2671,7,4
124.5213525230976,139354.5,995,12,12,100.0,66,3000,80.0,80.0,20.0,5537,954,8,7
239.32412414382023,278.709,3,9,12,100.0,35,3,100.0,100.0,25.0,5391,1117,9,3
103.33470612441928,483.0956,2,9,12,100.0,50,13,100.0,75.0,5.0,9362,558,5,1
82.17907623408287,297.2896,1,8,12,100.0,50,5,,100.0,0.0,1625,3925,8,5
216.76660531743383,33445.08,6,9,12,100.0,60,1625,100.0,76.0,75.0,5816,1856,8,3
221.57695524506408,16165.122,2,9,12,100.0,50,75,80.0,80.0,20.0,741,1504,6,4
271.6104297722062,10219.33,4,10,12,100.0,45,400,100.0,90.0,0.0,7541,478,5,1
354.8915266460717,278.709,1,14,12,100.0,63,7,100.0,100.0,0.0,6519,1420,9,2
167.6636515797391,7432.24,5,11,12,70.0,60,150,100.0,90.0,70.0,4330,1556,7,3
123.54087152520783,21832.205,995,10,12,92.0,64,746,100.0,100.0,40.0,1356,3748,5,5
117.112121762914,13935.45,2,10,12,100.0,119,100,100.0,100.0,0.0,948,1144,7,4
365.77913676126866,26012.84,994,9,12,96.0,40,650,95.0,95.0,30.0,2612,2563,7,4
231.41617309293633,22761.235,995,11,12,94.0,168,1478,90.0,100.0,25.0,4751,1517,2,3
80.18896980848464,394.83775,2,9,12,50.0,45,4,50.0,50.0,0.0,8913,716,2,2
276.39793910302967,16536.734,1,8,12,95.0,46,300,100.0,100.0,5.0,7651,621,5,2
342.4527811277878,13749.644,994,11,12,85.0,68,300,100.0,100.0,45.0,6776,1139,4,2
136.82281331049984,19045.115,9,12,12,90.0,168,125,75.0,85.0,65.0,4594,1746,6,3
68.81741025585826,241.5478,2,10,12,80.0,30,3,80.0,,80.0,6308,697,2,1
446.0423921150734,5574.18,2,12,12,100.0,38,275,100.0,100.0,25.0,5390,1358,6,3
151.22795463009808,464.515,1,10,12,33.0,45,10,100.0,100.0,25.0,6367,374,6,2
287.6305579621064,26012.84,994,12,12,100.0,65,948,85.0,85.0,25.0,5071,1256,6,3
248.44833473954225,1207.739,1,8,12,100.0,42,29,100.0,100.0,5.0,3258,2792,6,4
392.82621316136186,37161.2,995,12,12,96.0,40,900,100.0,100.0,65.0,5992,1522,4,2
165.86370250378846,13749.644,6,11,12,87.0,65,315,100.0,100.0,15.0,3461,2099,7,4
293.42422190146925,19045.115,994,10,12,85.0,61,300,95.0,95.0,10.0,2975,2925,6,5
174.60357827953055,575.9986,3,8,12,75.0,40,4,75.0,75.0,25.0,7219,1331,2,2
888.0525024281966,46451.592903,995,11,12,82.0,168,2750,75.0,75.0,65.0,5333,1198,4,3
240.7302832371757,5574.18,2,18,12,90.0,72,75,100.0,100.0,0.0,2447,558,8,4
209.65435485635925,2740.6385,2,25,12,100.0,8,200,80.0,100.0,60.0,2043,1260,8,4
61.334201660502586,3112.2505,1,15,12,100.0,50,40,50.0,75.0,70.0,1487,3327,8,5
57.59961172723653,8175.464,4,10,12,90.0,50,275,75.0,90.0,25.0,1422,4431,8,5
247.2572303782286,3251.605,3,9,12,85.0,168,11,100.0,85.0,30.0,5934,1136,9,2
179.89022872734492,12820.614,9,14,12,100.0,65,270,100.0,100.0,25.0,813,1156,4,4
488.1814424599265,5109.665,2,8,12,90.0,168,25,90.0,100.0,40.0,1777,3058,6,4
286.074529354899,25548.325,8,8,12,75.0,168,2100,75.0,75.0,50.0,6480,915,5,2
140.8905924562497,10033.524,3,9,12,75.0,45,192,100.0,70.0,5.0,8317,675,8,2
108.00841277547548,55741.8,995,12,12,85.0,60,1200,100.0,96.0,40.0,4473,1589,7,3
160.15059708436638,20903.175,6,12,12,87.0,55,400,100.0,95.0,0.0,2620,2458,6,4
236.3530464660519,6781.919,2,9,12,100.0,45,130,95.0,95.0,5.0,5169,1317,5,3
195.52708906276396,45522.47,995,9,12,80.0,60,483,67.0,67.0,0.0,5838,1108,6,2
